"","nuc_id","nuc","nuc_group","transition_id","calcurve","level","repl_calcurve","date","median_intensity","cv","n_tb_val","mean_tb_val","sd_tb_val"
"484","nuc33","NADH","ng_07","t1","TrueBlank",NA,2,20181218,0,"NaN%",5,24.6,55.0072722464948
"485","nuc33","NADH","ng_07","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,24.6,55.0072722464948
"486","nuc33","NADH","ng_07","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,68.6,153.394263256486
"487","nuc33","NADH","ng_07","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,68.6,153.394263256486
"488","nuc33","NADH","ng_07","t12","TrueBlank",NA,1,20181218,343,"31.1%",5,68.6,153.394263256486
"489","nuc33","NADH","ng_07","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,68.6,153.394263256486
"490","nuc33","NADH","ng_07","t12","TrueBlank",NA,3,20181218,0,"Inf%",5,68.6,153.394263256486
"491","nuc33","NADH","ng_07","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,35.2,78.7095928079926
"492","nuc33","NADH","ng_07","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,35.2,78.7095928079926
"493","nuc33","NADH","ng_07","t2","TrueBlank",NA,1,20181218,176,"50.2%",5,35.2,78.7095928079926
"494","nuc33","NADH","ng_07","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,35.2,78.7095928079926
"495","nuc33","NADH","ng_07","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,35.2,78.7095928079926
"496","nuc34","NADP+","ng_07","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"497","nuc34","NADP+","ng_07","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"498","nuc34","NADP+","ng_07","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"499","nuc34","NADP+","ng_07","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"500","nuc34","NADP+","ng_07","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"501","nuc34","NADP+","ng_07","t12","TrueBlank",NA,1,20181217,0,"1295742.4%",5,15,33.5410196624968
"502","nuc34","NADP+","ng_07","t12","TrueBlank",NA,3,20181217,0,"789298.1%",5,15,33.5410196624968
"503","nuc34","NADP+","ng_07","t12","TrueBlank",NA,1,20181218,75,"68.6%",5,15,33.5410196624968
"504","nuc34","NADP+","ng_07","t12","TrueBlank",NA,2,20181218,0,"1611755.6%",5,15,33.5410196624968
"505","nuc34","NADP+","ng_07","t12","TrueBlank",NA,3,20181218,0,"1700999.6%",5,15,33.5410196624968
"506","nuc34","NADP+","ng_07","t2","TrueBlank",NA,1,20181217,0,"2303396.8%",5,13.2,29.5160973029972
"507","nuc34","NADP+","ng_07","t2","TrueBlank",NA,3,20181217,0,"709765.6%",5,13.2,29.5160973029972
"508","nuc34","NADP+","ng_07","t2","TrueBlank",NA,1,20181218,66,"70.6%",5,13.2,29.5160973029972
"509","nuc34","NADP+","ng_07","t2","TrueBlank",NA,2,20181218,0,"2139491.4%",5,13.2,29.5160973029972
"510","nuc34","NADP+","ng_07","t2","TrueBlank",NA,3,20181218,0,"1523783.4%",5,13.2,29.5160973029972
"511","nuc35","NADPH","ng_07","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0.2,0.447213595499958
"512","nuc35","NADPH","ng_07","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0.2,0.447213595499958
"513","nuc35","NADPH","ng_07","t1","TrueBlank",NA,1,20181218,1,"3502.8%",5,0.2,0.447213595499958
"514","nuc35","NADPH","ng_07","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0.2,0.447213595499958
"515","nuc35","NADPH","ng_07","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0.2,0.447213595499958
"516","nuc35","NADPH","ng_07","t12","TrueBlank",NA,1,20181217,0,"2488379.4%",5,0.2,0.447213595499958
"517","nuc35","NADPH","ng_07","t12","TrueBlank",NA,3,20181217,0,"2327949.3%",5,0.2,0.447213595499958
"518","nuc35","NADPH","ng_07","t12","TrueBlank",NA,1,20181218,1,"3214.4%",5,0.2,0.447213595499958
"519","nuc35","NADPH","ng_07","t12","TrueBlank",NA,2,20181218,0,"3520281.3%",5,0.2,0.447213595499958
"520","nuc35","NADPH","ng_07","t12","TrueBlank",NA,3,20181218,0,"4640862.7%",5,0.2,0.447213595499958
"521","nuc35","NADPH","ng_07","t2","TrueBlank",NA,1,20181217,0,"179.7%",5,0,0
"522","nuc35","NADPH","ng_07","t2","TrueBlank",NA,3,20181217,0,"530557.1%",5,0,0
"523","nuc35","NADPH","ng_07","t2","TrueBlank",NA,1,20181218,0,"3760903.4%",5,0,0
"524","nuc35","NADPH","ng_07","t2","TrueBlank",NA,2,20181218,0,"500583.1%",5,0,0
"525","nuc35","NADPH","ng_07","t2","TrueBlank",NA,3,20181218,0,"156.6%",5,0,0
"526","nuc36","AcCoA","ng_06","t1","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"527","nuc36","AcCoA","ng_06","t1","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"528","nuc36","AcCoA","ng_06","t1","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"529","nuc36","AcCoA","ng_06","t1","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"530","nuc36","AcCoA","ng_06","t1","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"531","nuc36","AcCoA","ng_06","t12","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"532","nuc36","AcCoA","ng_06","t12","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"533","nuc36","AcCoA","ng_06","t12","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"534","nuc36","AcCoA","ng_06","t12","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"535","nuc36","AcCoA","ng_06","t12","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
"536","nuc36","AcCoA","ng_06","t2","TrueBlank",NA,1,20181217,0,"Inf%",5,0,0
"537","nuc36","AcCoA","ng_06","t2","TrueBlank",NA,3,20181217,0,"Inf%",5,0,0
"538","nuc36","AcCoA","ng_06","t2","TrueBlank",NA,1,20181218,0,"Inf%",5,0,0
"539","nuc36","AcCoA","ng_06","t2","TrueBlank",NA,2,20181218,0,"Inf%",5,0,0
"540","nuc36","AcCoA","ng_06","t2","TrueBlank",NA,3,20181218,0,"Inf%",5,0,0
