"calcurve","nuc_nb","transition","mean","cv","nb_calcurve","date","level"
"F",4,1,5012,"8.2%",1,"20181217",0.2
"F",4,2,953,"18.6%",1,"20181217",0.2
"F",4,12,5892,"7.4%",1,"20181217",0.2
"F",5,1,1513,"9.5%",1,"20181217",0.2
"F",5,2,2087,"12.9%",1,"20181217",0.2
"F",5,12,3658,"8.8%",1,"20181217",0.2
"F",6,1,1394,"14.5%",1,"20181217",0.2
"F",6,2,14958,"5.8%",1,"20181217",0.2
"F",20,1,5674,"11.7%",1,"20181217",0.2
"F",20,2,9165,"9.8%",1,"20181217",0.2
"F",20,12,14792,"9.2%",1,"20181217",0.2
"F",21,1,6997,"13.5%",1,"20181217",0.2
"F",21,2,1462,"19.5%",1,"20181217",0.2
"F",21,12,8669,"12.8%",1,"20181217",0.2
"F",22,1,15809,"10.9%",1,"20181217",0.2
"F",22,2,1522,"16.2%",1,"20181217",0.2
"F",22,12,17431,"10.6%",1,"20181217",0.2
"F",23,1,8029,"14.1%",1,"20181217",0.2
"F",23,2,6721,"16.3%",1,"20181217",0.2
"F",23,12,14567,"14.6%",1,"20181217",0.2
"F",24,1,7747,"13.3%",1,"20181217",0.2
"F",24,2,2172,"19.6%",1,"20181217",0.2
"F",24,12,9793,"13.6%",1,"20181217",0.2
"F",25,1,7328,"13.2%",1,"20181217",0.2
"F",25,2,1073,"18%",1,"20181217",0.2
"F",25,12,8484,"12.9%",1,"20181217",0.2
"F",26,1,13129,"14.9%",1,"20181217",0.2
"F",26,2,12244,"14%",1,"20181217",0.2
"F",26,12,25430,"14%",1,"20181217",0.2
"F",27,1,11471,"13.3%",1,"20181217",0.2
"F",27,2,1149,"21.7%",1,"20181217",0.2
"F",27,12,12695,"13%",1,"20181217",0.2
"F",28,1,306,"27.6%",1,"20181217",0.2
"F",15,1,11276,"9.6%",1,"20181217",0.2
"F",15,2,812,"18.5%",1,"20181217",0.2
"F",15,12,12016,"9.3%",1,"20181217",0.2
"F",16,1,7164,"10.3%",1,"20181217",0.2
"F",16,2,2212,"16.2%",1,"20181217",0.2
"F",16,12,9408,"9.9%",1,"20181217",0.2
"F",17,1,2292,"13.9%",1,"20181217",0.2
"F",17,2,636,"25.4%",1,"20181217",0.2
"F",17,12,2863,"13.3%",1,"20181217",0.2
"F",18,1,9567,"9.5%",1,"20181217",0.2
"F",18,2,13698,"8.7%",1,"20181217",0.2
"F",18,12,22720,"8.5%",1,"20181217",0.2
"F",19,1,14712,"9.6%",1,"20181217",0.2
"F",19,2,1258,"13.5%",1,"20181217",0.2
"F",19,12,15872,"9%",1,"20181217",0.2
"F",33,2,615,"19%",1,"20181217",0.2
"F",33,12,1301,"17.1%",1,"20181217",0.2
"F",34,1,2665,"12.4%",1,"20181217",0.2
"F",34,2,27140,"6.5%",1,"20181217",0.2
"F",34,12,29850,"6.5%",1,"20181217",0.2
"F",35,1,1073,"18.4%",1,"20181217",0.2
"F",35,2,1235,"18.2%",1,"20181217",0.2
"F",35,12,2286,"14.7%",1,"20181217",0.2
"F",36,1,2067,"13.4%",1,"20181217",0.2
"F",36,2,1352,"15.2%",1,"20181217",0.2
"F",36,12,3402,"10%",1,"20181217",0.2
"F",1,1,354,"27.7%",2,"20181217",0.2
"F",1,2,207,"38.8%",2,"20181217",0.2
"F",1,12,622,"19.5%",2,"20181217",0.2
"F",2,1,1257,"13.8%",2,"20181217",0.2
"F",2,2,1318,"15.7%",2,"20181217",0.2
"F",2,12,2602,"11%",2,"20181217",0.2
"F",3,1,18110,"6.3%",2,"20181217",0.2
"F",3,2,47424,"6.1%",2,"20181217",0.2
"F",3,12,66098,"5.8%",2,"20181217",0.2
"F",4,1,4374,"10.8%",2,"20181217",0.2
"F",4,2,1801,"11.4%",2,"20181217",0.2
"F",4,12,6239,"8.8%",2,"20181217",0.2
"F",5,1,1678,"14.2%",2,"20181217",0.2
"F",5,2,3553,"10.4%",2,"20181217",0.2
"F",5,12,5218,"8.1%",2,"20181217",0.2
"F",6,1,2037,"13.8%",2,"20181217",0.2
"F",6,2,20397,"5.7%",2,"20181217",0.2
"F",6,12,22725,"5.5%",2,"20181217",0.2
"F",7,1,4486,"10.2%",2,"20181217",0.2
"F",7,2,894,"20.2%",2,"20181217",0.2
"F",7,12,5382,"9.8%",2,"20181217",0.2
"F",8,1,315,"24.4%",2,"20181217",0.2
"F",8,2,1525,"16.2%",2,"20181217",0.2
"F",8,12,1859,"14.5%",2,"20181217",0.2
"F",9,1,7357,"7.2%",2,"20181217",0.2
"F",9,2,1044,"16.3%",2,"20181217",0.2
"F",9,12,8467,"6.8%",2,"20181217",0.2
"F",10,1,365,"30%",2,"20181217",0.2
"F",10,2,283,"29.5%",2,"20181217",0.2
"F",10,12,645,"22.3%",2,"20181217",0.2
"F",11,1,330,"28.6%",2,"20181217",0.2
"F",11,2,280,"36.3%",2,"20181217",0.2
"F",11,12,613,"22.4%",2,"20181217",0.2
"F",12,1,7458,"7.5%",2,"20181217",0.2
"F",12,2,1327,"15.2%",2,"20181217",0.2
"F",12,12,8819,"7%",2,"20181217",0.2
"F",13,1,6208,"7.3%",2,"20181217",0.2
"F",13,2,2004,"10.4%",2,"20181217",0.2
"F",13,12,8216,"6.5%",2,"20181217",0.2
"F",14,1,123733,"4%",2,"20181217",0.2
"F",14,2,54093,"4.7%",2,"20181217",0.2
"F",14,12,177866,"3.9%",2,"20181217",0.2
"F",15,1,19392,"5.3%",2,"20181217",0.2
"F",15,2,1359,"16.3%",2,"20181217",0.2
"F",15,12,20953,"5.3%",2,"20181217",0.2
"F",16,1,12113,"5.1%",2,"20181217",0.2
"F",16,2,3688,"11.1%",2,"20181217",0.2
"F",16,12,15907,"5%",2,"20181217",0.2
"F",17,1,3901,"9.4%",2,"20181217",0.2
"F",17,2,997,"19.5%",2,"20181217",0.2
"F",17,12,4854,"8.6%",2,"20181217",0.2
"F",18,1,16758,"4.4%",2,"20181217",0.2
"F",18,2,24472,"4.4%",2,"20181217",0.2
"F",18,12,41074,"3.6%",2,"20181217",0.2
"F",19,1,25542,"4.2%",2,"20181217",0.2
"F",19,2,1859,"10.3%",2,"20181217",0.2
"F",19,12,27379,"4.1%",2,"20181217",0.2
"F",20,1,10228,"7%",2,"20181217",0.2
"F",20,2,16249,"6.4%",2,"20181217",0.2
"F",20,12,26409,"5.6%",2,"20181217",0.2
"F",21,1,14821,"6.1%",2,"20181217",0.2
"F",21,2,2898,"12.4%",2,"20181217",0.2
"F",21,12,17719,"6.2%",2,"20181217",0.2
"F",22,1,32482,"4.7%",2,"20181217",0.2
"F",22,2,2246,"13.2%",2,"20181217",0.2
"F",22,12,34807,"4.7%",2,"20181217",0.2
"F",23,1,16747,"5.6%",2,"20181217",0.2
"F",23,2,13907,"5.3%",2,"20181217",0.2
"F",23,12,30680,"4.9%",2,"20181217",0.2
"F",24,1,16045,"5.4%",2,"20181217",0.2
"F",24,2,4191,"11.1%",2,"20181217",0.2
"F",24,12,20230,"5.4%",2,"20181217",0.2
"F",25,1,15034,"5.2%",2,"20181217",0.2
"F",25,2,2253,"12.4%",2,"20181217",0.2
"F",25,12,17485,"4.8%",2,"20181217",0.2
"F",26,1,27956,"4.3%",2,"20181217",0.2
"F",26,2,25364,"5.8%",2,"20181217",0.2
"F",26,12,53428,"4.3%",2,"20181217",0.2
"F",27,1,24308,"8.7%",2,"20181217",0.2
"F",27,2,2253,"11.1%",2,"20181217",0.2
"F",27,12,26638,"8.1%",2,"20181217",0.2
"F",28,1,173,"48.1%",2,"20181217",0.2
"F",28,2,64,"87.9%",2,"20181217",0.2
"F",28,12,255,"38.2%",2,"20181217",0.2
"F",29,1,179,"44.5%",2,"20181217",0.2
"F",29,2,3194,"11.4%",2,"20181217",0.2
"F",29,12,3384,"11.3%",2,"20181217",0.2
"F",30,1,907,"19.9%",2,"20181217",0.2
"F",30,2,1648,"16.8%",2,"20181217",0.2
"F",30,12,2530,"14.3%",2,"20181217",0.2
"F",31,1,693,"22.9%",2,"20181217",0.2
"F",31,2,1485,"16.7%",2,"20181217",0.2
"F",31,12,2156,"15%",2,"20181217",0.2
"F",32,1,115,"42%",2,"20181217",0.2
"F",32,2,1244,"18%",2,"20181217",0.2
"F",28,2,103,"49.4%",1,"20181217",0.2
"F",28,12,412,"23.9%",1,"20181217",0.2
"F",29,1,131,"53.6%",1,"20181217",0.2
"F",29,2,2358,"11.6%",1,"20181217",0.2
"F",29,12,2460,"11.8%",1,"20181217",0.2
"F",30,1,632,"25.3%",1,"20181217",0.2
"F",30,2,1096,"16.7%",1,"20181217",0.2
"F",30,12,1727,"13.7%",1,"20181217",0.2
"F",31,1,558,"23.8%",1,"20181217",0.2
"F",31,2,1800,"14.4%",1,"20181217",0.2
"F",31,12,2313,"12.2%",1,"20181217",0.2
"F",32,1,90,"68.2%",1,"20181217",0.2
"F",32,2,969,"21.8%",1,"20181217",0.2
"F",32,12,1075,"21.1%",1,"20181217",0.2
"F",33,1,729,"22.3%",1,"20181217",0.2
"F",1,1,328,"33.1%",1,"20181218",0.2
"F",1,2,168,"43.7%",1,"20181218",0.2
"F",1,12,494,"27.8%",1,"20181218",0.2
"F",2,1,1129,"13.2%",1,"20181218",0.2
"F",2,2,1070,"15.8%",1,"20181218",0.2
"F",2,12,2199,"11.1%",1,"20181218",0.2
"F",3,1,14123,"6.2%",1,"20181218",0.2
"F",3,2,37649,"5.6%",1,"20181218",0.2
"F",3,12,52097,"5%",1,"20181218",0.2
"F",4,1,3399,"9.6%",1,"20181218",0.2
"F",4,2,871,"16.1%",1,"20181218",0.2
"F",4,12,4254,"8.6%",1,"20181218",0.2
"F",5,1,1325,"14.7%",1,"20181218",0.2
"F",5,2,1485,"12.6%",1,"20181218",0.2
"F",5,12,2771,"11.1%",1,"20181218",0.2
"F",6,1,1755,"11.9%",1,"20181218",0.2
"F",6,2,17168,"5.3%",1,"20181218",0.2
"F",6,12,18908,"5%",1,"20181218",0.2
"F",7,1,3799,"9.2%",1,"20181218",0.2
"F",7,2,734,"21.6%",1,"20181218",0.2
"F",7,12,4559,"8.9%",1,"20181218",0.2
"F",8,1,253,"30%",1,"20181218",0.2
"F",8,2,1191,"15.9%",1,"20181218",0.2
"F",8,12,1446,"15.5%",1,"20181218",0.2
"F",9,1,6008,"8.3%",1,"20181218",0.2
"F",9,2,794,"17.4%",1,"20181218",0.2
"F",9,12,6809,"7.8%",1,"20181218",0.2
"F",10,1,338,"37%",1,"20181218",0.2
"F",10,2,217,"36.3%",1,"20181218",0.2
"F",10,12,583,"23.6%",1,"20181218",0.2
"F",11,1,251,"33.6%",1,"20181218",0.2
"F",11,2,245,"28.8%",1,"20181218",0.2
"F",11,12,505,"22%",1,"20181218",0.2
"F",12,1,6168,"7.6%",1,"20181218",0.2
"F",12,2,1048,"17.6%",1,"20181218",0.2
"F",12,12,7200,"7.3%",1,"20181218",0.2
"F",13,1,5390,"9%",1,"20181218",0.2
"F",13,2,1873,"11.7%",1,"20181218",0.2
"F",13,12,7248,"6.9%",1,"20181218",0.2
"F",14,1,105191,"3.7%",1,"20181218",0.2
"F",14,2,47112,"4.3%",1,"20181218",0.2
"F",14,12,151750,"3.5%",1,"20181218",0.2
"F",15,1,16635,"5.3%",1,"20181218",0.2
"F",15,2,1249,"14.5%",1,"20181218",0.2
"F",15,12,17791,"5.3%",1,"20181218",0.2
"F",16,1,10311,"5.6%",1,"20181218",0.2
"F",16,2,3153,"10.7%",1,"20181218",0.2
"F",16,12,13514,"5.1%",1,"20181218",0.2
"F",17,1,2984,"13.1%",1,"20181218",0.2
"F",17,2,801,"22.9%",1,"20181218",0.2
"F",17,12,3857,"12.3%",1,"20181218",0.2
"F",18,1,14095,"5.7%",1,"20181218",0.2
"F",18,2,20920,"6%",1,"20181218",0.2
"F",18,12,34719,"5.4%",1,"20181218",0.2
"F",19,1,22016,"5.1%",1,"20181218",0.2
"F",19,2,1637,"11.6%",1,"20181218",0.2
"F",19,12,23634,"4.9%",1,"20181218",0.2
"F",20,1,8759,"6.2%",1,"20181218",0.2
"F",20,2,13832,"6.1%",1,"20181218",0.2
"F",20,12,22549,"5.2%",1,"20181218",0.2
"F",21,1,13384,"6%",1,"20181218",0.2
"F",21,2,2702,"10%",1,"20181218",0.2
"F",21,12,16134,"5.5%",1,"20181218",0.2
"F",22,1,30311,"3.9%",1,"20181218",0.2
"F",22,2,2054,"13.4%",1,"20181218",0.2
"F",22,12,32324,"3.8%",1,"20181218",0.2
"F",23,1,15415,"5%",1,"20181218",0.2
"F",23,2,12673,"6.1%",1,"20181218",0.2
"F",23,12,28181,"4.4%",1,"20181218",0.2
"F",24,1,14944,"5%",1,"20181218",0.2
"F",24,2,3719,"10.3%",1,"20181218",0.2
"F",24,12,18621,"4.9%",1,"20181218",0.2
"F",25,1,14174,"4.7%",1,"20181218",0.2
"F",25,2,2108,"11.7%",1,"20181218",0.2
"F",25,12,16261,"4.4%",1,"20181218",0.2
"F",26,1,25710,"4.2%",1,"20181218",0.2
"F",26,2,23322,"4.4%",1,"20181218",0.2
"F",26,12,49020,"3.3%",1,"20181218",0.2
"F",27,1,22346,"4.4%",1,"20181218",0.2
"F",27,2,2126,"12.6%",1,"20181218",0.2
"F",27,12,24430,"4.3%",1,"20181218",0.2
"F",28,1,132,"43.2%",1,"20181218",0.2
"F",28,2,40,"113.4%",1,"20181218",0.2
"F",28,12,179,"41.7%",1,"20181218",0.2
"F",29,1,131,"64.7%",1,"20181218",0.2
"F",29,2,2983,"11.9%",1,"20181218",0.2
"F",29,12,3078,"12.1%",1,"20181218",0.2
"F",30,1,767,"25.9%",1,"20181218",0.2
"F",30,2,1470,"15.6%",1,"20181218",0.2
"F",30,12,2287,"12.7%",1,"20181218",0.2
"F",31,1,656,"23.8%",1,"20181218",0.2
"F",31,2,1267,"17.4%",1,"20181218",0.2
"F",31,12,1884,"14.1%",1,"20181218",0.2
"F",32,1,99,"67.1%",1,"20181218",0.2
"F",32,2,1137,"21.2%",1,"20181218",0.2
"F",32,12,1212,"19.9%",1,"20181218",0.2
"F",33,1,807,"16.7%",1,"20181218",0.2
"F",33,2,747,"18.3%",1,"20181218",0.2
"F",33,12,1543,"14.1%",1,"20181218",0.2
"F",34,1,3455,"10.6%",1,"20181218",0.2
"F",34,2,37819,"3.2%",1,"20181218",0.2
"F",34,12,41388,"3.1%",1,"20181218",0.2
"F",35,1,1336,"17.4%",1,"20181218",0.2
"F",35,2,1728,"17.1%",1,"20181218",0.2
"F",35,12,3098,"13.7%",1,"20181218",0.2
"F",36,1,2695,"11.1%",1,"20181218",0.2
"F",36,2,1886,"15.5%",1,"20181218",0.2
"F",36,12,4575,"8.4%",1,"20181218",0.2
"F",1,1,336,"29.2%",2,"20181218",0.2
"F",1,2,186,"35.7%",2,"20181218",0.2
"F",1,12,521,"20.4%",2,"20181218",0.2
"F",2,1,1250,"12.1%",2,"20181218",0.2
"F",2,2,1121,"17.1%",2,"20181218",0.2
"F",2,12,2372,"9.7%",2,"20181218",0.2
"F",3,1,15205,"6.5%",2,"20181218",0.2
"F",3,2,39590,"6.9%",2,"20181218",0.2
"F",3,12,54856,"6.4%",2,"20181218",0.2
"F",4,1,3671,"12.7%",2,"20181218",0.2
"F",4,2,904,"15.5%",2,"20181218",0.2
"F",4,12,4633,"11.2%",2,"20181218",0.2
"F",5,1,1350,"14.9%",2,"20181218",0.2
"F",5,2,1576,"14.6%",2,"20181218",0.2
"F",5,12,2955,"12.2%",2,"20181218",0.2
"F",6,1,1747,"14.2%",2,"20181218",0.2
"F",6,2,17695,"6.1%",2,"20181218",0.2
"F",6,12,19472,"6.1%",2,"20181218",0.2
"F",7,1,3942,"9.2%",2,"20181218",0.2
"F",7,2,734,"23.1%",2,"20181218",0.2
"F",7,12,4621,"9.3%",2,"20181218",0.2
"F",8,1,264,"41.1%",2,"20181218",0.2
"F",8,2,1328,"16.9%",2,"20181218",0.2
"F",8,12,1582,"16.6%",2,"20181218",0.2
"F",9,1,6231,"8.1%",2,"20181218",0.2
"F",9,2,830,"22.5%",2,"20181218",0.2
"F",9,12,7084,"8.1%",2,"20181218",0.2
"F",10,1,363,"25.5%",2,"20181218",0.2
"F",10,2,232,"31.4%",2,"20181218",0.2
"F",10,12,610,"20%",2,"20181218",0.2
"F",11,1,278,"29%",2,"20181218",0.2
"F",11,2,229,"35.8%",2,"20181218",0.2
"F",11,12,511,"26.3%",2,"20181218",0.2
"F",12,1,6376,"9.1%",2,"20181218",0.2
"F",12,2,1096,"19%",2,"20181218",0.2
"F",12,12,7495,"9%",2,"20181218",0.2
"F",13,1,5575,"8.4%",2,"20181218",0.2
"F",13,2,1850,"11.9%",2,"20181218",0.2
"F",13,12,7464,"7.1%",2,"20181218",0.2
"F",14,1,110479,"4.7%",2,"20181218",0.2
"F",14,2,48993,"5.2%",2,"20181218",0.2
"F",14,12,157971,"4.7%",2,"20181218",0.2
"F",15,1,17276,"5.9%",2,"20181218",0.2
"F",15,2,1199,"15%",2,"20181218",0.2
"F",15,12,18407,"5.8%",2,"20181218",0.2
"F",16,1,10504,"7.4%",2,"20181218",0.2
"F",16,2,3317,"10.2%",2,"20181218",0.2
"F",16,12,13971,"6.7%",2,"20181218",0.2
"F",17,1,3009,"12.4%",2,"20181218",0.2
"F",17,2,807,"20.3%",2,"20181218",0.2
"F",17,12,3849,"11.6%",2,"20181218",0.2
"F",18,1,14485,"7%",2,"20181218",0.2
"F",18,2,21781,"5.4%",2,"20181218",0.2
"F",18,12,36096,"5.2%",2,"20181218",0.2
"F",19,1,22905,"6.4%",2,"20181218",0.2
"F",19,2,1670,"12.1%",2,"20181218",0.2
"F",19,12,24538,"6.3%",2,"20181218",0.2
"F",20,1,8977,"6.4%",2,"20181218",0.2
"F",20,2,14300,"6.7%",2,"20181218",0.2
"F",20,12,23372,"5.4%",2,"20181218",0.2
"F",21,1,13462,"5.6%",2,"20181218",0.2
"F",21,2,2582,"13%",2,"20181218",0.2
"F",21,12,16036,"5.6%",2,"20181218",0.2
"F",22,1,30142,"4%",2,"20181218",0.2
"F",22,2,2102,"12.8%",2,"20181218",0.2
"F",22,12,32325,"4%",2,"20181218",0.2
"F",23,1,15362,"5.4%",2,"20181218",0.2
"F",23,2,12763,"7.1%",2,"20181218",0.2
"F",23,12,28140,"4.8%",2,"20181218",0.2
"F",24,1,14997,"5.7%",2,"20181218",0.2
"F",24,2,3732,"10.8%",2,"20181218",0.2
"F",24,12,18699,"5.2%",2,"20181218",0.2
"F",25,1,14352,"5.1%",2,"20181218",0.2
"F",25,2,2090,"14.8%",2,"20181218",0.2
"F",25,12,16522,"4.8%",2,"20181218",0.2
"F",26,1,25927,"4.7%",2,"20181218",0.2
"F",26,2,23740,"4.1%",2,"20181218",0.2
"F",26,12,49456,"3.8%",2,"20181218",0.2
"F",27,1,22261,"5%",2,"20181218",0.2
"F",27,2,2063,"9.9%",2,"20181218",0.2
"F",27,12,24534,"4.7%",2,"20181218",0.2
"F",28,1,147,"46.1%",2,"20181218",0.2
"F",28,2,57,"70.8%",2,"20181218",0.2
"F",28,12,217,"33.2%",2,"20181218",0.2
"F",29,1,136,"59.1%",2,"20181218",0.2
"F",29,2,2865,"10.8%",2,"20181218",0.2
"F",29,12,2976,"10.8%",2,"20181218",0.2
"F",30,1,829,"22.3%",2,"20181218",0.2
"F",30,2,1430,"18.3%",2,"20181218",0.2
"F",30,12,2267,"14%",2,"20181218",0.2
"F",31,1,618,"23.1%",2,"20181218",0.2
"F",31,2,1291,"16.5%",2,"20181218",0.2
"F",31,12,1960,"13.1%",2,"20181218",0.2
"F",32,1,105,"54.1%",2,"20181218",0.2
"F",32,2,1102,"17.4%",2,"20181218",0.2
"F",32,12,1208,"17.4%",2,"20181218",0.2
"F",33,1,754,"21.1%",2,"20181218",0.2
"F",33,2,746,"19.1%",2,"20181218",0.2
"F",33,12,1530,"13%",2,"20181218",0.2
"F",34,1,3544,"11.9%",2,"20181218",0.2
"F",34,2,37328,"4.1%",2,"20181218",0.2
"F",34,12,41294,"4%",2,"20181218",0.2
"F",35,1,1257,"19.4%",2,"20181218",0.2
"F",35,2,1715,"12.8%",2,"20181218",0.2
"F",35,12,3035,"10.8%",2,"20181218",0.2
"F",36,1,2799,"11.5%",2,"20181218",0.2
"F",36,2,1809,"12.8%",2,"20181218",0.2
"F",36,12,4603,"9%",2,"20181218",0.2
"F",1,1,292,"28.2%",3,"20181218",0.2
"F",1,2,148,"41.8%",3,"20181218",0.2
"F",1,12,433,"23.3%",3,"20181218",0.2
"F",2,1,1218,"15.4%",3,"20181218",0.2
"F",2,2,1033,"18.6%",3,"20181218",0.2
"F",2,12,2306,"12.6%",3,"20181218",0.2
"F",3,1,13446,"6.6%",3,"20181218",0.2
"F",3,2,35498,"4.1%",3,"20181218",0.2
"F",3,12,48830,"3.7%",3,"20181218",0.2
"F",4,1,3229,"8%",3,"20181218",0.2
"F",4,2,813,"17.2%",3,"20181218",0.2
"F",4,12,4001,"6.8%",3,"20181218",0.2
"F",5,1,1203,"17.1%",3,"20181218",0.2
"F",32,12,1354,"17.4%",2,"20181217",0.2
"F",33,1,883,"23.5%",2,"20181217",0.2
"F",33,2,895,"20.5%",2,"20181217",0.2
"F",33,12,1780,"14.5%",2,"20181217",0.2
"F",34,1,3939,"10.2%",2,"20181217",0.2
"F",34,2,41353,"4.3%",2,"20181217",0.2
"F",34,12,44981,"4.2%",2,"20181217",0.2
"F",35,1,1521,"17.5%",2,"20181217",0.2
"F",35,2,1962,"16.3%",2,"20181217",0.2
"F",35,12,3502,"12.2%",2,"20181217",0.2
"F",36,1,3065,"11.9%",2,"20181217",0.2
"F",36,2,2104,"13.6%",2,"20181217",0.2
"F",36,12,5109,"8.7%",2,"20181217",0.2
"F",1,1,334,"24.3%",3,"20181217",0.2
"F",1,2,172,"37.6%",3,"20181217",0.2
"F",1,12,522,"20.2%",3,"20181217",0.2
"F",2,1,1167,"18.1%",3,"20181217",0.2
"F",2,2,1115,"15.8%",3,"20181217",0.2
"F",2,12,2323,"12%",3,"20181217",0.2
"F",3,1,15356,"10.1%",3,"20181217",0.2
"F",3,2,40328,"8.9%",3,"20181217",0.2
"F",3,12,56141,"8.8%",3,"20181217",0.2
"F",4,1,3696,"11.7%",3,"20181217",0.2
"F",4,2,987,"16.6%",3,"20181217",0.2
"F",4,12,4697,"10.2%",3,"20181217",0.2
"F",5,1,1399,"11.6%",3,"20181217",0.2
"F",5,2,1416,"15.8%",3,"20181217",0.2
"F",5,12,2860,"11.2%",3,"20181217",0.2
"F",6,1,1794,"13.3%",3,"20181217",0.2
"F",6,2,19039,"7.8%",3,"20181217",0.2
"F",6,12,20735,"7.7%",3,"20181217",0.2
"F",7,1,3842,"11%",3,"20181217",0.2
"F",7,2,708,"24.3%",3,"20181217",0.2
"F",7,12,4562,"11%",3,"20181217",0.2
"F",8,1,251,"31.7%",3,"20181217",0.2
"F",8,2,1402,"16.4%",3,"20181217",0.2
"F",8,12,1643,"14.3%",3,"20181217",0.2
"F",9,1,6462,"11.2%",3,"20181217",0.2
"F",9,2,870,"19.3%",3,"20181217",0.2
"F",9,12,7347,"10.7%",3,"20181217",0.2
"F",10,1,331,"29.9%",3,"20181217",0.2
"F",10,2,222,"35.5%",3,"20181217",0.2
"F",10,12,573,"21.4%",3,"20181217",0.2
"F",11,1,297,"28.9%",3,"20181217",0.2
"F",11,2,248,"36%",3,"20181217",0.2
"F",11,12,515,"24.7%",3,"20181217",0.2
"F",12,1,6644,"9.3%",3,"20181217",0.2
"F",12,2,1073,"16.3%",3,"20181217",0.2
"F",12,12,7785,"8.3%",3,"20181217",0.2
"F",13,1,5745,"11.5%",3,"20181217",0.2
"F",13,2,1794,"16.7%",3,"20181217",0.2
"F",13,12,7737,"11%",3,"20181217",0.2
"F",14,1,118358,"8.9%",3,"20181217",0.2
"F",14,2,51193,"8.1%",3,"20181217",0.2
"F",14,12,169670,"8.5%",3,"20181217",0.2
"F",15,1,17992,"9%",3,"20181217",0.2
"F",15,2,1130,"14.7%",3,"20181217",0.2
"F",15,12,19295,"8.3%",3,"20181217",0.2
"F",16,1,11126,"9%",3,"20181217",0.2
"F",16,2,3453,"10.9%",3,"20181217",0.2
"F",16,12,14539,"8.3%",3,"20181217",0.2
"F",17,1,3306,"13.2%",3,"20181217",0.2
"F",17,2,914,"21.4%",3,"20181217",0.2
"F",17,12,4235,"12.3%",3,"20181217",0.2
"F",18,1,15102,"8.7%",3,"20181217",0.2
"F",18,2,22422,"8%",3,"20181217",0.2
"F",18,12,37714,"7.9%",3,"20181217",0.2
"F",19,1,23493,"7.7%",3,"20181217",0.2
"F",19,2,1691,"15.5%",3,"20181217",0.2
"F",19,12,25263,"7.8%",3,"20181217",0.2
"F",20,1,9560,"8.9%",3,"20181217",0.2
"F",20,2,14734,"7.5%",3,"20181217",0.2
"F",20,12,24085,"7.4%",3,"20181217",0.2
"F",21,1,14522,"9.3%",3,"20181217",0.2
"F",21,2,2728,"14%",3,"20181217",0.2
"F",21,12,17207,"9.1%",3,"20181217",0.2
"F",22,1,31612,"9.1%",3,"20181217",0.2
"F",22,2,2234,"14.7%",3,"20181217",0.2
"F",22,12,33989,"9%",3,"20181217",0.2
"F",23,1,16308,"8.7%",3,"20181217",0.2
"F",23,2,13724,"9.5%",3,"20181217",0.2
"F",23,12,29952,"8.2%",3,"20181217",0.2
"F",24,1,15692,"8.3%",3,"20181217",0.2
"F",24,2,3906,"11.9%",3,"20181217",0.2
"F",24,12,19742,"8.3%",3,"20181217",0.2
"F",25,1,14670,"9%",3,"20181217",0.2
"F",25,2,1996,"16%",3,"20181217",0.2
"F",25,12,16926,"8.7%",3,"20181217",0.2
"F",26,1,27336,"8.2%",3,"20181217",0.2
"F",26,2,24386,"8.5%",3,"20181217",0.2
"F",26,12,51648,"8.1%",3,"20181217",0.2
"F",27,1,23520,"8.9%",3,"20181217",0.2
"F",27,2,2043,"16.3%",3,"20181217",0.2
"F",27,12,25507,"8.9%",3,"20181217",0.2
"F",28,1,153,"41%",3,"20181217",0.2
"F",28,2,66,"67.5%",3,"20181217",0.2
"F",28,12,205,"39.8%",3,"20181217",0.2
"F",29,1,141,"56.3%",3,"20181217",0.2
"F",29,2,3055,"13.4%",3,"20181217",0.2
"F",29,12,3170,"13.4%",3,"20181217",0.2
"F",30,1,795,"19.4%",3,"20181217",0.2
"F",30,2,1498,"20.6%",3,"20181217",0.2
"F",30,12,2310,"14.9%",3,"20181217",0.2
"F",31,1,666,"22%",3,"20181217",0.2
"F",31,2,1272,"17.3%",3,"20181217",0.2
"F",31,12,1986,"14.6%",3,"20181217",0.2
"F",32,1,89,"69.2%",3,"20181217",0.2
"F",32,2,1154,"19.3%",3,"20181217",0.2
"F",32,12,1221,"18.6%",3,"20181217",0.2
"F",33,1,847,"21.2%",3,"20181217",0.2
"F",33,2,870,"18.5%",3,"20181217",0.2
"F",33,12,1784,"13.4%",3,"20181217",0.2
"F",34,1,3722,"12.6%",3,"20181217",0.2
"F",34,2,39526,"6.9%",3,"20181217",0.2
"F",34,12,43305,"7.1%",3,"20181217",0.2
"F",35,1,1411,"17.1%",3,"20181217",0.2
"F",35,2,1821,"16.3%",3,"20181217",0.2
"F",35,12,3187,"13.8%",3,"20181217",0.2
"F",36,1,2783,"15.5%",3,"20181217",0.2
"F",36,2,1779,"20.7%",3,"20181217",0.2
"F",36,12,4752,"13.4%",3,"20181217",0.2
"F",18,1,13865,"4.5%",3,"20181218",0.2
"F",18,2,20999,"4.1%",3,"20181218",0.2
"F",5,2,1316,"13.6%",3,"20181218",0.2
"F",5,12,2519,"12.4%",3,"20181218",0.2
"F",6,1,1722,"11.8%",3,"20181218",0.2
"F",6,2,17354,"3.5%",3,"20181218",0.2
