"calcurve","nuc_nb","transition","mean","cv","nb_calcurve","date","level"
"F",6,12,19007,"3.5%",3,"20181218",0.2
"F",7,1,3765,"9.5%",3,"20181218",0.2
"F",7,2,729,"21.9%",3,"20181218",0.2
"F",7,12,4539,"8.3%",3,"20181218",0.2
"F",8,1,216,"38.3%",3,"20181218",0.2
"F",8,2,1167,"14%",3,"20181218",0.2
"F",8,12,1377,"13.5%",3,"20181218",0.2
"F",9,1,5645,"7.6%",3,"20181218",0.2
"F",9,2,798,"14.7%",3,"20181218",0.2
"F",9,12,6444,"6.8%",3,"20181218",0.2
"F",10,1,314,"32.6%",3,"20181218",0.2
"F",10,2,227,"36.6%",3,"20181218",0.2
"F",10,12,550,"24.6%",3,"20181218",0.2
"F",11,1,242,"36.2%",3,"20181218",0.2
"F",11,2,229,"38.2%",3,"20181218",0.2
"F",11,12,457,"27.9%",3,"20181218",0.2
"F",12,1,6085,"7.7%",3,"20181218",0.2
"F",12,2,1031,"15.3%",3,"20181218",0.2
"F",12,12,7208,"7.2%",3,"20181218",0.2
"F",13,1,5432,"8.4%",3,"20181218",0.2
"F",13,2,1786,"12.1%",3,"20181218",0.2
"F",13,12,7104,"7.9%",3,"20181218",0.2
"F",14,1,108609,"2.7%",3,"20181218",0.2
"F",14,2,48199,"3.4%",3,"20181218",0.2
"F",14,12,156187,"2.4%",3,"20181218",0.2
"F",15,1,16959,"5.1%",3,"20181218",0.2
"F",15,2,1096,"15.9%",3,"20181218",0.2
"F",15,12,18087,"4.9%",3,"20181218",0.2
"F",16,1,10403,"5%",3,"20181218",0.2
"F",16,2,3071,"9.7%",3,"20181218",0.2
"F",16,12,13474,"5.2%",3,"20181218",0.2
"F",17,1,2761,"11.2%",3,"20181218",0.2
"F",17,2,777,"22.4%",3,"20181218",0.2
"F",17,12,3576,"11.1%",3,"20181218",0.2
"F",31,2,1269,"17.4%",3,"20181218",0.2
"F",31,12,1950,"14.9%",3,"20181218",0.2
"F",18,12,34906,"3.2%",3,"20181218",0.2
"F",19,1,21930,"4.8%",3,"20181218",0.2
"F",19,2,1659,"13.6%",3,"20181218",0.2
"F",19,12,23559,"4.6%",3,"20181218",0.2
"F",20,1,8685,"7.3%",3,"20181218",0.2
"F",20,2,13857,"4.8%",3,"20181218",0.2
"F",20,12,22439,"4.4%",3,"20181218",0.2
"F",21,1,13531,"4.8%",3,"20181218",0.2
"F",21,2,2630,"11%",3,"20181218",0.2
"F",21,12,16154,"4.4%",3,"20181218",0.2
"F",22,1,30743,"4.4%",3,"20181218",0.2
"F",22,2,2162,"13.4%",3,"20181218",0.2
"F",22,12,32967,"4.2%",3,"20181218",0.2
"F",23,1,15782,"4.6%",3,"20181218",0.2
"F",23,2,13005,"5.7%",3,"20181218",0.2
"F",23,12,28894,"3.4%",3,"20181218",0.2
"F",24,1,15234,"4.9%",3,"20181218",0.2
"F",24,2,3789,"10.1%",3,"20181218",0.2
"F",24,12,18910,"4.3%",3,"20181218",0.2
"F",25,1,14455,"4.5%",3,"20181218",0.2
"F",25,2,2166,"13%",3,"20181218",0.2
"F",25,12,16426,"4.6%",3,"20181218",0.2
"F",26,1,26169,"3.6%",3,"20181218",0.2
"F",26,2,23779,"4.4%",3,"20181218",0.2
"F",26,12,50366,"3.1%",3,"20181218",0.2
"F",27,1,22869,"4%",3,"20181218",0.2
"F",27,2,2077,"12.6%",3,"20181218",0.2
"F",27,12,24999,"3.6%",3,"20181218",0.2
"F",28,1,128,"44.4%",3,"20181218",0.2
"F",28,2,40,"101.1%",3,"20181218",0.2
"F",28,12,148,"47.1%",3,"20181218",0.2
"F",29,1,147,"45.3%",3,"20181218",0.2
"F",29,2,2965,"10.3%",3,"20181218",0.2
"F",29,12,3122,"10.3%",3,"20181218",0.2
"F",30,1,828,"20.8%",3,"20181218",0.2
"F",30,2,1471,"13.1%",3,"20181218",0.2
"F",30,12,2356,"10.8%",3,"20181218",0.2
"F",31,1,667,"21.6%",3,"20181218",0.2
"F",35,12,3136,"10.6%",3,"20181218",0.2
"F",36,1,2842,"11%",3,"20181218",0.2
"F",32,1,92,"60.9%",3,"20181218",0.2
"F",32,2,1068,"16.9%",3,"20181218",0.2
"F",32,12,1161,"16.5%",3,"20181218",0.2
"F",33,1,743,"24.6%",3,"20181218",0.2
"F",33,2,718,"20.3%",3,"20181218",0.2
"F",33,12,1464,"14.8%",3,"20181218",0.2
"F",34,1,3604,"9.8%",3,"20181218",0.2
"F",34,2,38498,"3.4%",3,"20181218",0.2
"F",34,12,42003,"3.4%",3,"20181218",0.2
"F",35,1,1385,"16%",3,"20181218",0.2
"F",35,2,1721,"16.4%",3,"20181218",0.2
"F",36,2,1882,"16.4%",3,"20181218",0.2
"F",36,12,4781,"9.4%",3,"20181218",0.2
"G",1,1,171,"47.8%",1,"20181217",0.1
"G",1,2,100,"47.8%",1,"20181217",0.1
"G",33,2,311,"38%",1,"20181217",0.1
"G",33,12,625,"24.5%",1,"20181217",0.1
"G",34,1,1495,"13.5%",1,"20181217",0.1
"G",34,2,15780,"4.5%",1,"20181217",0.1
"G",34,12,17251,"4.6%",1,"20181217",0.1
"G",35,1,539,"23.3%",1,"20181217",0.1
"G",35,2,754,"21.3%",1,"20181217",0.1
"G",35,12,1288,"15.1%",1,"20181217",0.1
"G",36,1,710,"23.8%",1,"20181217",0.1
"G",36,2,455,"29.3%",1,"20181217",0.1
"G",36,12,1218,"17%",1,"20181217",0.1
"G",1,1,202,"38.7%",2,"20181217",0.1
"G",1,2,104,"54.6%",2,"20181217",0.1
"G",1,12,298,"34.8%",2,"20181217",0.1
"G",2,1,989,"15.1%",2,"20181217",0.1
"G",2,2,780,"17.4%",2,"20181217",0.1
"G",2,12,1743,"12.2%",2,"20181217",0.1
"G",3,1,9227,"7.7%",2,"20181217",0.1
"G",3,2,23709,"7%",2,"20181217",0.1
"G",3,12,32767,"6.6%",2,"20181217",0.1
"G",4,1,2241,"12.1%",2,"20181217",0.1
"G",4,2,592,"25.2%",2,"20181217",0.1
"G",4,12,2797,"12.5%",2,"20181217",0.1
"G",5,1,834,"18.1%",2,"20181217",0.1
"G",5,2,514,"24.5%",2,"20181217",0.1
"G",5,12,1365,"15.5%",2,"20181217",0.1
"G",1,12,264,"37.2%",1,"20181217",0.1
"G",2,1,931,"15%",1,"20181217",0.1
"G",2,2,700,"21%",1,"20181217",0.1
"G",2,12,1618,"12.2%",1,"20181217",0.1
"G",3,1,8376,"5.6%",1,"20181217",0.1
"G",3,2,21539,"4.6%",1,"20181217",0.1
"G",3,12,30052,"3.6%",1,"20181217",0.1
"G",4,1,1940,"11.9%",1,"20181217",0.1
"G",4,2,492,"26.9%",1,"20181217",0.1
"G",4,12,2454,"11.3%",1,"20181217",0.1
"G",5,1,765,"18.1%",1,"20181217",0.1
"G",5,2,377,"33.8%",1,"20181217",0.1
"G",5,12,1129,"15.3%",1,"20181217",0.1
"G",6,1,813,"17.9%",1,"20181217",0.1
"G",6,2,8285,"6.5%",1,"20181217",0.1
"G",6,12,9081,"6.3%",1,"20181217",0.1
"G",7,1,2068,"13.1%",1,"20181217",0.1
"G",7,2,393,"30.4%",1,"20181217",0.1
"G",7,12,2458,"13.1%",1,"20181217",0.1
"G",8,1,158,"35.9%",1,"20181217",0.1
"G",8,2,665,"21%",1,"20181217",0.1
"G",8,12,833,"18.2%",1,"20181217",0.1
"G",9,1,3343,"7.9%",1,"20181217",0.1
"G",9,2,413,"26.3%",1,"20181217",0.1
"G",9,12,3769,"7.2%",1,"20181217",0.1
"G",10,1,222,"32.1%",1,"20181217",0.1
"G",10,2,185,"44.2%",1,"20181217",0.1
"G",10,12,395,"29.1%",1,"20181217",0.1
"G",11,1,143,"42%",1,"20181217",0.1
"G",11,2,106,"55.8%",1,"20181217",0.1
"G",11,12,256,"26%",1,"20181217",0.1
"G",12,1,2797,"10%",1,"20181217",0.1
"G",12,2,494,"24.5%",1,"20181217",0.1
"G",12,12,3296,"10.2%",1,"20181217",0.1
"G",13,1,2418,"10.3%",1,"20181217",0.1
"G",13,2,833,"18.9%",1,"20181217",0.1
"G",13,12,3225,"9.2%",1,"20181217",0.1
"G",14,1,43639,"4.3%",1,"20181217",0.1
"G",14,2,19304,"4.5%",1,"20181217",0.1
"G",14,12,62204,"3.8%",1,"20181217",0.1
"G",15,1,7190,"8.3%",1,"20181217",0.1
"G",15,2,525,"17.5%",1,"20181217",0.1
"G",15,12,7755,"7.8%",1,"20181217",0.1
"G",16,1,4544,"8.4%",1,"20181217",0.1
"G",16,2,1452,"15.1%",1,"20181217",0.1
"G",16,12,6004,"7.7%",1,"20181217",0.1
"G",17,1,1280,"14%",1,"20181217",0.1
"G",17,2,331,"37.7%",1,"20181217",0.1
"G",17,12,1636,"14.2%",1,"20181217",0.1
"G",18,1,5886,"6.9%",1,"20181217",0.1
"G",18,2,8690,"6.9%",1,"20181217",0.1
"G",18,12,14505,"5.4%",1,"20181217",0.1
"G",19,1,8970,"6%",1,"20181217",0.1
"G",19,2,628,"25.4%",1,"20181217",0.1
"G",19,12,9580,"6.2%",1,"20181217",0.1
"G",20,1,3782,"8.2%",1,"20181217",0.1
"G",20,2,5868,"9.6%",1,"20181217",0.1
"G",20,12,9623,"7.1%",1,"20181217",0.1
"G",21,1,5187,"7.8%",1,"20181217",0.1
"G",21,2,970,"20.1%",1,"20181217",0.1
"G",21,12,6148,"7.5%",1,"20181217",0.1
"G",22,1,11004,"5.6%",1,"20181217",0.1
"G",22,2,798,"16.9%",1,"20181217",0.1
"G",22,12,11807,"5.6%",1,"20181217",0.1
"G",23,1,5959,"8%",1,"20181217",0.1
"G",23,2,4947,"9.8%",1,"20181217",0.1
"G",23,12,11029,"6.7%",1,"20181217",0.1
"G",24,1,5807,"8.7%",1,"20181217",0.1
"G",24,2,1553,"15%",1,"20181217",0.1
"G",24,12,7341,"8.3%",1,"20181217",0.1
"G",25,1,4906,"7.8%",1,"20181217",0.1
"G",25,2,818,"18.5%",1,"20181217",0.1
"G",25,12,5810,"7.3%",1,"20181217",0.1
"G",26,1,9498,"6.2%",1,"20181217",0.1
"G",26,2,8553,"7.1%",1,"20181217",0.1
"G",26,12,18102,"4.2%",1,"20181217",0.1
"G",27,1,8163,"6.3%",1,"20181217",0.1
"G",27,2,729,"23.5%",1,"20181217",0.1
"G",27,12,8867,"6.2%",1,"20181217",0.1
"G",28,1,113,"55.9%",1,"20181217",0.1
"G",28,2,25,"179.2%",1,"20181217",0.1
"G",28,12,151,"43.6%",1,"20181217",0.1
"G",29,1,87,"81.2%",1,"20181217",0.1
"G",29,2,2268,"13.4%",1,"20181217",0.1
"G",29,12,2344,"13.9%",1,"20181217",0.1
"G",30,1,535,"23.3%",1,"20181217",0.1
"G",30,2,860,"23.1%",1,"20181217",0.1
"G",30,12,1400,"17.6%",1,"20181217",0.1
"G",31,1,479,"24.1%",1,"20181217",0.1
"G",31,2,909,"19.3%",1,"20181217",0.1
"G",31,12,1428,"12.4%",1,"20181217",0.1
"G",32,1,75,"72.6%",1,"20181217",0.1
"G",32,2,754,"21.2%",1,"20181217",0.1
"G",32,12,813,"19.6%",1,"20181217",0.1
"G",33,1,308,"27.8%",1,"20181217",0.1
"G",1,12,313,"32.8%",3,"20181217",0.1
"G",2,1,1078,"17.1%",3,"20181217",0.1
"G",2,2,757,"22.6%",3,"20181217",0.1
"G",2,12,1846,"13.1%",3,"20181217",0.1
"G",3,1,8796,"8.6%",3,"20181217",0.1
"G",3,2,22931,"8.7%",3,"20181217",0.1
"G",3,12,31789,"8.1%",3,"20181217",0.1
"G",4,1,2140,"13.3%",3,"20181217",0.1
"G",4,2,543,"19.8%",3,"20181217",0.1
"G",4,12,2704,"11.1%",3,"20181217",0.1
"G",5,1,817,"18.7%",3,"20181217",0.1
"G",5,2,413,"28.2%",3,"20181217",0.1
"G",5,12,1310,"14.8%",3,"20181217",0.1
"G",6,1,941,"15.2%",3,"20181217",0.1
"G",6,2,9105,"21.9%",3,"20181217",0.1
"G",6,12,9957,"20%",3,"20181217",0.1
"G",7,1,2162,"13.1%",3,"20181217",0.1
"G",7,2,414,"33.6%",3,"20181217",0.1
"G",7,12,2604,"14.1%",3,"20181217",0.1
"G",8,1,160,"43.5%",3,"20181217",0.1
"G",8,2,749,"21.4%",3,"20181217",0.1
"G",8,12,917,"18.3%",3,"20181217",0.1
"G",9,1,3545,"15.5%",3,"20181217",0.1
"G",9,2,471,"34.3%",3,"20181217",0.1
"G",9,12,3930,"16.1%",3,"20181217",0.1
"G",10,1,237,"41.1%",3,"20181217",0.1
"G",6,1,848,"18.7%",2,"20181217",0.1
"G",6,2,9023,"8.7%",2,"20181217",0.1
"G",6,12,9839,"8.2%",2,"20181217",0.1
"G",7,1,2257,"11.8%",2,"20181217",0.1
"G",7,2,366,"31.1%",2,"20181217",0.1
"G",7,12,2571,"11.2%",2,"20181217",0.1
"G",8,1,163,"43.4%",2,"20181217",0.1
"G",8,2,765,"19.8%",2,"20181217",0.1
"G",8,12,933,"18.8%",2,"20181217",0.1
"G",9,1,3777,"9.6%",2,"20181217",0.1
"G",9,2,488,"22.9%",2,"20181217",0.1
"G",9,12,4290,"8.6%",2,"20181217",0.1
"G",10,1,257,"35%",2,"20181217",0.1
"G",10,2,163,"44.9%",2,"20181217",0.1
"G",10,12,437,"29.8%",2,"20181217",0.1
"G",11,1,161,"42.4%",2,"20181217",0.1
"G",11,2,139,"47.2%",2,"20181217",0.1
"G",11,12,287,"32.8%",2,"20181217",0.1
"G",12,1,3192,"11.4%",2,"20181217",0.1
"G",12,2,531,"23.1%",2,"20181217",0.1
"G",12,12,3821,"9.7%",2,"20181217",0.1
"G",13,1,2806,"12.2%",2,"20181217",0.1
"G",13,2,928,"18.9%",2,"20181217",0.1
"G",13,12,3694,"11.1%",2,"20181217",0.1
"G",14,1,50531,"7.8%",2,"20181217",0.1
"G",14,2,22471,"9.3%",2,"20181217",0.1
"G",14,12,72859,"8%",2,"20181217",0.1
"G",15,1,8206,"8%",2,"20181217",0.1
"G",15,2,611,"23.8%",2,"20181217",0.1
"G",15,12,8879,"8%",2,"20181217",0.1
"G",16,1,5276,"9.8%",2,"20181217",0.1
"G",16,2,1653,"13.6%",2,"20181217",0.1
"G",16,12,6954,"8.7%",2,"20181217",0.1
"G",17,1,1323,"17%",2,"20181217",0.1
"G",17,2,340,"30.1%",2,"20181217",0.1
"G",17,12,1691,"14%",2,"20181217",0.1
"G",18,1,6389,"8.8%",2,"20181217",0.1
"G",18,2,9878,"9.6%",2,"20181217",0.1
"G",18,12,16301,"8.1%",2,"20181217",0.1
"G",19,1,10274,"8.5%",2,"20181217",0.1
"G",19,2,723,"21.2%",2,"20181217",0.1
"G",19,12,11001,"8.2%",2,"20181217",0.1
"G",20,1,4239,"7.1%",2,"20181217",0.1
"G",20,2,6666,"10.5%",2,"20181217",0.1
"G",20,12,10974,"7.9%",2,"20181217",0.1
"G",21,1,5993,"11.4%",2,"20181217",0.1
"G",21,2,1203,"15.9%",2,"20181217",0.1
"G",21,12,7191,"11%",2,"20181217",0.1
"G",22,1,13404,"10.1%",2,"20181217",0.1
"G",22,2,958,"20.5%",2,"20181217",0.1
"G",22,12,14394,"10.3%",2,"20181217",0.1
"G",23,1,6718,"11.5%",2,"20181217",0.1
"G",23,2,5744,"12.7%",2,"20181217",0.1
"G",23,12,12529,"10.5%",2,"20181217",0.1
"G",24,1,6808,"10.2%",2,"20181217",0.1
"G",24,2,1768,"15.6%",2,"20181217",0.1
"G",24,12,8568,"9.7%",2,"20181217",0.1
"G",25,1,5940,"11.6%",2,"20181217",0.1
"G",25,2,889,"19.8%",2,"20181217",0.1
"G",25,12,6920,"11%",2,"20181217",0.1
"G",26,1,11074,"10.8%",2,"20181217",0.1
"G",26,2,9884,"10.8%",2,"20181217",0.1
"G",26,12,21012,"9.9%",2,"20181217",0.1
"G",27,1,9670,"11.2%",2,"20181217",0.1
"G",27,2,880,"19.4%",2,"20181217",0.1
"G",27,12,10725,"11%",2,"20181217",0.1
"G",28,1,129,"64.6%",2,"20181217",0.1
"G",28,2,45,"87%",2,"20181217",0.1
"G",28,12,171,"50.3%",2,"20181217",0.1
"G",29,1,142,"54.4%",2,"20181217",0.1
"G",29,2,2647,"13.2%",2,"20181217",0.1
"G",29,12,2841,"12.3%",2,"20181217",0.1
"G",30,1,553,"28.1%",2,"20181217",0.1
"G",30,2,1035,"18.4%",2,"20181217",0.1
"G",30,12,1580,"15.6%",2,"20181217",0.1
"G",31,1,552,"23.9%",2,"20181217",0.1
"G",31,2,1097,"21.1%",2,"20181217",0.1
"G",31,12,1642,"17%",2,"20181217",0.1
"G",32,1,77,"75.6%",2,"20181217",0.1
"G",32,2,814,"19.7%",2,"20181217",0.1
"G",32,12,915,"18.9%",2,"20181217",0.1
"G",33,1,377,"35.9%",2,"20181217",0.1
"G",33,2,349,"34.1%",2,"20181217",0.1
"G",33,12,723,"26%",2,"20181217",0.1
"G",34,1,1682,"16.4%",2,"20181217",0.1
"G",34,2,17337,"9%",2,"20181217",0.1
"G",34,12,19042,"8.9%",2,"20181217",0.1
"G",35,1,573,"30.5%",2,"20181217",0.1
"G",35,2,801,"23.9%",2,"20181217",0.1
"G",35,12,1349,"20.8%",2,"20181217",0.1
"G",36,1,856,"21.2%",2,"20181217",0.1
"G",36,2,575,"30.6%",2,"20181217",0.1
"G",36,12,1438,"20.2%",2,"20181217",0.1
"G",1,1,192,"34.3%",3,"20181217",0.1
"G",1,2,105,"65.2%",3,"20181217",0.1
"G",1,1,162,"49.1%",1,"20181218",0.1
"G",1,2,95,"56.7%",1,"20181218",0.1
"G",1,12,276,"33.8%",1,"20181218",0.1
"G",2,1,816,"15.1%",1,"20181218",0.1
"G",2,2,647,"24.2%",1,"20181218",0.1
"G",2,12,1447,"14.8%",1,"20181218",0.1
"G",3,1,7891,"8.2%",1,"20181218",0.1
"G",3,2,20338,"7.2%",1,"20181218",0.1
"G",3,12,28052,"7.1%",1,"20181218",0.1
"G",4,1,1894,"16.2%",1,"20181218",0.1
"G",4,2,496,"25.7%",1,"20181218",0.1
"G",4,12,2433,"15.1%",1,"20181218",0.1
"G",5,1,717,"15.3%",1,"20181218",0.1
"G",5,2,430,"22.1%",1,"20181218",0.1
"G",5,12,1139,"12.9%",1,"20181218",0.1
"G",6,1,757,"20.1%",1,"20181218",0.1
"G",6,2,7756,"7%",1,"20181218",0.1
"G",6,12,8504,"6.7%",1,"20181218",0.1
"G",7,1,1940,"12.2%",1,"20181218",0.1
"G",7,2,348,"29.1%",1,"20181218",0.1
"G",7,12,2253,"12.3%",1,"20181218",0.1
"G",8,1,121,"44.9%",1,"20181218",0.1
"G",8,2,671,"19.4%",1,"20181218",0.1
"G",8,12,796,"17.2%",1,"20181218",0.1
"G",9,1,3149,"10.6%",1,"20181218",0.1
"G",9,2,425,"26.4%",1,"20181218",0.1
"G",9,12,3519,"10.5%",1,"20181218",0.1
"G",10,1,217,"40.9%",1,"20181218",0.1
"G",10,2,173,"42.8%",1,"20181218",0.1
"G",10,12,372,"35.3%",1,"20181218",0.1
"G",11,1,141,"41.5%",1,"20181218",0.1
"G",11,2,120,"46.9%",1,"20181218",0.1
"G",11,12,279,"24.6%",1,"20181218",0.1
"G",12,1,2684,"12.7%",1,"20181218",0.1
"G",12,2,417,"30.3%",1,"20181218",0.1
"G",12,12,3109,"12.9%",1,"20181218",0.1
"G",13,1,2205,"11.8%",1,"20181218",0.1
"G",13,2,776,"19.7%",1,"20181218",0.1
"G",13,12,2966,"11.4%",1,"20181218",0.1
"G",14,1,38642,"7.7%",1,"20181218",0.1
"G",14,2,17069,"8.8%",1,"20181218",0.1
"G",14,12,55348,"7.6%",1,"20181218",0.1
"G",15,1,6541,"10.8%",1,"20181218",0.1
"G",15,2,506,"28.1%",1,"20181218",0.1
"G",15,12,7151,"10.5%",1,"20181218",0.1
"G",16,1,4241,"11.7%",1,"20181218",0.1
"G",16,2,1264,"15.7%",1,"20181218",0.1
"G",16,12,5512,"9.8%",1,"20181218",0.1
"G",17,1,1172,"16.9%",1,"20181218",0.1
"G",17,2,323,"33.3%",1,"20181218",0.1
"G",17,12,1471,"15.7%",1,"20181218",0.1
"G",18,1,5116,"10.6%",1,"20181218",0.1
"G",18,2,7764,"8.3%",1,"20181218",0.1
"G",18,12,12848,"7.9%",1,"20181218",0.1
"G",19,1,7929,"8.4%",1,"20181218",0.1
"G",19,2,556,"25.9%",1,"20181218",0.1
"G",19,12,8551,"8.4%",1,"20181218",0.1
"G",20,1,3268,"11.5%",1,"20181218",0.1
"G",20,2,5321,"11%",1,"20181218",0.1
"G",20,12,8554,"9.5%",1,"20181218",0.1
"G",21,1,4494,"10.8%",1,"20181218",0.1
"G",21,2,876,"21.1%",1,"20181218",0.1
"G",21,12,5327,"9.7%",1,"20181218",0.1
"G",22,1,9578,"7.4%",1,"20181218",0.1
"G",22,2,721,"18.9%",1,"20181218",0.1
"G",22,12,10313,"7.2%",1,"20181218",0.1
"G",23,1,5004,"10.2%",1,"20181218",0.1
"G",23,2,4283,"12.2%",1,"20181218",0.1
"G",23,12,9290,"9.3%",1,"20181218",0.1
"G",24,1,4982,"9.2%",1,"20181218",0.1
"G",24,2,1280,"16.6%",1,"20181218",0.1
"G",24,12,6383,"8.8%",1,"20181218",0.1
"G",25,1,4368,"10%",1,"20181218",0.1
"G",25,2,659,"19.8%",1,"20181218",0.1
"G",25,12,5025,"9.4%",1,"20181218",0.1
"G",26,1,8343,"7.2%",1,"20181218",0.1
"G",26,2,7546,"9.9%",1,"20181218",0.1
"G",26,12,15755,"7.2%",1,"20181218",0.1
"G",27,1,7250,"9.1%",1,"20181218",0.1
"G",27,2,681,"21.8%",1,"20181218",0.1
"G",27,12,7996,"8.9%",1,"20181218",0.1
"G",28,1,116,"51.7%",1,"20181218",0.1
"G",28,2,29,"117.6%",1,"20181218",0.1
"G",28,12,151,"46.2%",1,"20181218",0.1
"G",29,1,108,"52.3%",1,"20181218",0.1
"G",29,2,2095,"13.6%",1,"20181218",0.1
"G",29,12,2195,"13.2%",1,"20181218",0.1
"G",30,1,480,"31.5%",1,"20181218",0.1
"G",30,2,880,"22.1%",1,"20181218",0.1
"G",30,12,1331,"20.2%",1,"20181218",0.1
"G",31,1,426,"24.9%",1,"20181218",0.1
"G",31,2,884,"19.9%",1,"20181218",0.1
"G",31,12,1353,"15.2%",1,"20181218",0.1
"G",32,1,53,"82.1%",1,"20181218",0.1
"G",32,2,780,"23.6%",1,"20181218",0.1
"G",32,12,838,"22%",1,"20181218",0.1
"G",33,1,280,"35.4%",1,"20181218",0.1
"G",33,2,266,"32.5%",1,"20181218",0.1
"G",33,12,569,"21.8%",1,"20181218",0.1
"G",34,1,1480,"17.4%",1,"20181218",0.1
"G",34,2,14230,"6.7%",1,"20181218",0.1
"G",34,12,15618,"6.8%",1,"20181218",0.1
"G",35,1,436,"31.1%",1,"20181218",0.1
"G",35,2,713,"19.5%",1,"20181218",0.1
"G",35,12,1159,"16.3%",1,"20181218",0.1
"G",36,1,661,"25.8%",1,"20181218",0.1
"G",36,2,423,"34.6%",1,"20181218",0.1
"G",36,12,1102,"20.6%",1,"20181218",0.1
"G",1,1,108,"65.1%",2,"20181218",0.1
"G",1,2,103,"52.6%",2,"20181218",0.1
"G",1,12,223,"41.8%",2,"20181218",0.1
"G",2,1,907,"22.1%",2,"20181218",0.1
"G",2,2,634,"24.9%",2,"20181218",0.1
"G",2,12,1522,"18.6%",2,"20181218",0.1
"G",3,1,7546,"12.7%",2,"20181218",0.1
"G",3,2,19140,"10.9%",2,"20181218",0.1
"G",3,12,26172,"11%",2,"20181218",0.1
"G",4,1,1801,"16%",2,"20181218",0.1
"G",4,2,469,"28.5%",2,"20181218",0.1
"G",4,12,2262,"16.2%",2,"20181218",0.1
"G",5,1,687,"24%",2,"20181218",0.1
"G",5,2,378,"26.7%",2,"20181218",0.1
"G",5,12,1066,"18.8%",2,"20181218",0.1
"G",6,1,727,"19%",2,"20181218",0.1
"G",6,2,7591,"11.9%",2,"20181218",0.1
"G",6,12,8220,"11.5%",2,"20181218",0.1
"G",7,1,1847,"16.7%",2,"20181218",0.1
"G",7,2,346,"31.9%",2,"20181218",0.1
"G",7,12,2152,"15.4%",2,"20181218",0.1
"G",8,1,129,"35.6%",2,"20181218",0.1
"G",8,2,629,"23.3%",2,"20181218",0.1
"G",8,12,774,"20.8%",2,"20181218",0.1
"G",9,1,3007,"13.6%",2,"20181218",0.1
"G",9,2,377,"30.4%",2,"20181218",0.1
"G",9,12,3442,"13.2%",2,"20181218",0.1
"G",10,1,216,"35.6%",2,"20181218",0.1
"G",10,2,167,"39.3%",2,"20181218",0.1
"G",10,12,372,"29.9%",2,"20181218",0.1
"G",11,1,136,"48.2%",2,"20181218",0.1
"G",11,2,125,"45.4%",2,"20181218",0.1
"G",11,12,256,"32.1%",2,"20181218",0.1
"G",12,1,2495,"12.7%",2,"20181218",0.1
"G",12,2,399,"30.7%",2,"20181218",0.1
"G",12,12,2879,"11.7%",2,"20181218",0.1
"G",13,1,2176,"19%",2,"20181218",0.1
"G",13,2,740,"22.4%",2,"20181218",0.1
"G",13,12,2885,"17.6%",2,"20181218",0.1
"G",14,1,40446,"11.9%",2,"20181218",0.1
"G",14,2,17653,"13.2%",2,"20181218",0.1
"G",14,12,58991,"11.9%",2,"20181218",0.1
"G",15,1,6453,"13.4%",2,"20181218",0.1
"G",15,2,459,"27.3%",2,"20181218",0.1
"G",15,12,7004,"13.2%",2,"20181218",0.1
"G",16,1,4124,"10.8%",2,"20181218",0.1
"G",16,2,1292,"19.6%",2,"20181218",0.1
"G",16,12,5375,"10.7%",2,"20181218",0.1
"G",17,1,1092,"17.3%",2,"20181218",0.1
"G",17,2,287,"36.8%",2,"20181218",0.1
"G",17,12,1439,"14.4%",2,"20181218",0.1
"G",18,1,5082,"12.4%",2,"20181218",0.1
"G",18,2,7538,"11.5%",2,"20181218",0.1
"G",18,12,12476,"11%",2,"20181218",0.1
"G",19,1,7886,"11.8%",2,"20181218",0.1
"G",19,2,574,"20.6%",2,"20181218",0.1
"G",19,12,8319,"11.5%",2,"20181218",0.1
"G",20,1,3260,"13.2%",2,"20181218",0.1
"G",20,2,5175,"11.3%",2,"20181218",0.1
"G",20,12,8321,"10.6%",2,"20181218",0.1
"G",21,1,4386,"13.1%",2,"20181218",0.1
"G",21,2,834,"24.5%",2,"20181218",0.1
"G",21,12,5221,"13.1%",2,"20181218",0.1
"G",22,1,9280,"10.2%",2,"20181218",0.1
"G",22,2,701,"21.2%",2,"20181218",0.1
"G",22,12,9863,"9.7%",2,"20181218",0.1
"G",23,1,5009,"11.8%",2,"20181218",0.1
"G",23,2,4210,"13.6%",2,"20181218",0.1
"G",23,12,9255,"11.5%",2,"20181218",0.1
"G",24,1,4897,"11.1%",2,"20181218",0.1
"G",24,2,1307,"20.6%",2,"20181218",0.1
"G",24,12,6227,"10.5%",2,"20181218",0.1
"G",25,1,4382,"11.2%",2,"20181218",0.1
"G",25,2,670,"16.4%",2,"20181218",0.1
"G",25,12,4988,"11.1%",2,"20181218",0.1
"G",26,1,8015,"11.4%",2,"20181218",0.1
"G",26,2,7413,"11.3%",2,"20181218",0.1
"G",26,12,15204,"10.3%",2,"20181218",0.1
"G",27,1,6823,"11.3%",2,"20181218",0.1
"G",27,2,629,"21.6%",2,"20181218",0.1
"G",27,12,7489,"11.2%",2,"20181218",0.1
"G",28,1,108,"57.6%",2,"20181218",0.1
"G",28,2,17,"287.6%",2,"20181218",0.1
"G",28,12,153,"50.4%",2,"20181218",0.1
"G",29,1,93,"71.3%",2,"20181218",0.1
"G",29,2,2031,"14.8%",2,"20181218",0.1
"G",29,12,2131,"14.6%",2,"20181218",0.1
